-- west build: running target run
[0/1] To exit from QEMU enter: 'CTRL+a, x'[QEMU] CPU: qemu32,+nx,+pae
[0mSeaBIOS (version zephyr-v1.16.3-2-0-gf8da0cc-zephyr)
Booting from ROM..
*** Booting Zephyr OS build v4.4.0-1130-g3c36361caba4 ***
Zephyr Magic Wand adaptive scheduling benchmark start
Using synthetic accelerometer input

[ML] attempt=102 run=29 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[ML] attempt=103 run=29 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[ML] attempt=104 run=29 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[RT] run=38 exec_ms=0 lateness_ms=10 gap_ms=200 misses=10 mode=PROTECT healthy_streak=2
[ML] attempt=105 run=29 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[ML] attempt=106 run=29 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[ML] attempt=107 run=29 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[ML] attempt=108 run=29 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[RT] run=39 exec_ms=0 lateness_ms=10 gap_ms=200 misses=10 mode=PROTECT healthy_streak=3
[ML] attempt=109 run=29 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[ML] attempt=110 run=29 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[ML] attempt=111 run=30 repeats=1 total_cycles=626708224 avg_cycles=626708224 mode=PROTECT action=RUN
[RT] run=40 exec_ms=10 lateness_ms=600 gap_ms=790 misses=11 mode=PROTECT healthy_streak=0
[ML] attempt=112 run=30 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[ML] attempt=113 run=30 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[ML] attempt=114 run=30 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[RT] run=41 exec_ms=0 lateness_ms=10 gap_ms=210 misses=11 mode=PROTECT healthy_streak=1
[ML] attempt=115 run=30 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[ML] attempt=116 run=30 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[ML] attempt=117 run=30 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[RT] run=42 exec_ms=0 lateness_ms=10 gap_ms=200 misses=11 mode=PROTECT healthy_streak=2
[ML] attempt=118 run=30 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[ML] attempt=119 run=30 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[ML] attempt=120 run=30 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[ML] attempt=121 run=31 repeats=1 total_cycles=626678848 avg_cycles=626678848 mode=PROTECT action=RUN
[RT] run=43 exec_ms=10 lateness_ms=620 gap_ms=810 misses=12 mode=PROTECT healthy_streak=0
[ML] attempt=122 run=31 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[ML] attempt=123 run=31 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[ML] attempt=124 run=31 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[RT] run=44 exec_ms=0 lateness_ms=10 gap_ms=190 misses=12 mode=PROTECT healthy_streak=1
[ML] attempt=125 run=31 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[ML] attempt=126 run=31 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[ML] attempt=127 run=31 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[RT] run=45 exec_ms=0 lateness_ms=10 gap_ms=200 misses=12 mode=PROTECT healthy_streak=2
[ML] attempt=128 run=31 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[ML] attempt=129 run=31 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[ML] attempt=130 run=31 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[RT] run=46 exec_ms=0 lateness_ms=10 gap_ms=200 misses=12 mode=PROTECT healthy_streak=3
[SUMMARY] ml_attempts=131 ml_runs=31 rt_runs=46 rt_misses=12 mode=PROTECT healthy_streak=3
[ML] attempt=131 run=32 repeats=1 total_cycles=627086336 avg_cycles=627086336 mode=PROTECT action=RUN
[RT] run=47 exec_ms=10 lateness_ms=440 gap_ms=630 misses=13 mode=PROTECT healthy_streak=0
[ML] attempt=132 run=32 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[ML] attempt=133 run=32 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[RT] run=48 exec_ms=0 lateness_ms=10 gap_ms=170 misses=13 mode=PROTECT healthy_streak=1
[ML] attempt=134 run=32 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[ML] attempt=135 run=32 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[ML] attempt=136 run=32 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[ML] attempt=137 run=32 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[RT] run=49 exec_ms=0 lateness_ms=10 gap_ms=200 misses=13 mode=PROTECT healthy_streak=2
[ML] attempt=138 run=32 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[ML] attempt=139 run=32 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[ML] attempt=140 run=32 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[RT] run=50 exec_ms=0 lateness_ms=10 gap_ms=200 misses=13 mode=PROTECT healthy_streak=3
[ML] attempt=141 run=33 repeats=1 total_cycles=626648800 avg_cycles=626648800 mode=PROTECT action=RUN
[RT] run=51 exec_ms=10 lateness_ms=460 gap_ms=650 misses=14 mode=PROTECT healthy_streak=0
[ML] attempt=142 run=33 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
