config,trials,mean_final_ml_runs,std_final_ml_runs,mean_final_rt_runs,std_final_rt_runs,mean_final_rt_misses,std_final_rt_misses,mean_avg_rt_exec_ms,std_avg_rt_exec_ms,mean_avg_rt_lateness_ms,std_avg_rt_lateness_ms,mean_max_rt_lateness_ms,mean_avg_rt_gap_ms,std_avg_rt_gap_ms,mean_max_rt_gap_ms,mean_avg_ml_cycles,std_avg_ml_cycles
equal_with_deadline,5,647.6,3.577708763999657,630.6,3.577708763999657,628.6,3.577708763999657,8.599719694105996,0.007074105263867192,545.2734565582384,0.07439733176378507,640.0,652.4479264401223,0.038152477827559095,770.0,611393004.7583581,120732.80357737605
